"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"gene"	"cell.type"	"class"
1.16173898647022e-13	-0.979278657540661	0.22	0.399	2.33950997095373e-09	"Dpysl3"	"mesenchymal stem cell"	"18m.vs.3m"
1.24182916739991e-13	-0.788902717018841	0.331	0.489	2.50079557730995e-09	"A130040M12Rik"	"mesenchymal stem cell"	"18m.vs.3m"
1.41583558470929e-13	-0.482901332988552	0.676	0.812	2.85120970048756e-09	"Sec62"	"mesenchymal stem cell"	"18m.vs.3m"
1.48050127653011e-13	-1.31062948030229	0.078	0.209	2.98143347067634e-09	"Spats2l"	"mesenchymal stem cell"	"18m.vs.3m"
1.85298829909054e-13	-0.624810096443532	0.314	0.504	3.73154783670853e-09	"Gm6222"	"mesenchymal stem cell"	"18m.vs.3m"
2.36801674455438e-13	-0.432188138460305	0.476	0.679	4.7687121201836e-09	"Nfia"	"mesenchymal stem cell"	"18m.vs.3m"
2.47899335701982e-13	-0.299615016301722	0.067	0.194	4.99219682236652e-09	"Retnla"	"mesenchymal stem cell"	"18m.vs.3m"
2.6795916325491e-13	-0.607337766874032	0.284	0.468	5.39616162962738e-09	"Arl13b"	"mesenchymal stem cell"	"18m.vs.3m"
3.21048056093152e-13	-0.42296713941215	0.714	0.853	6.46526575360389e-09	"Klf4"	"mesenchymal stem cell"	"18m.vs.3m"
3.21327634939431e-13	-0.598345889812401	0.222	0.405	6.47089591241027e-09	"Pbrm1"	"mesenchymal stem cell"	"18m.vs.3m"
3.26616866323721e-13	-0.442607720099239	0.56	0.75	6.57741045402709e-09	"Csnk1a1"	"mesenchymal stem cell"	"18m.vs.3m"
3.61069993042164e-13	-0.766976542901972	0.021	0.108	7.2712275198831e-09	"Tsix"	"mesenchymal stem cell"	"18m.vs.3m"
3.96053169350822e-13	-0.411870511360574	0.282	0.474	7.97571872438686e-09	"Tax1bp1"	"mesenchymal stem cell"	"18m.vs.3m"
4.99874255484561e-13	-0.447000341790482	0.668	0.81	1.00664677569481e-08	"Fosb"	"mesenchymal stem cell"	"18m.vs.3m"
5.33796932242581e-13	-0.349334471634477	0.47	0.688	1.07496026215011e-08	"Srrm2"	"mesenchymal stem cell"	"18m.vs.3m"
7.07596695552187e-13	-0.640883212752247	0.371	0.565	1.42495822550299e-08	"Ckb"	"mesenchymal stem cell"	"18m.vs.3m"
7.16245851304035e-13	-0.985471835599605	0.378	0.539	1.44237589535606e-08	"Angptl1"	"mesenchymal stem cell"	"18m.vs.3m"
8.49499740354415e-13	-0.690836299585665	0.22	0.39	1.71072257712572e-08	"Bclaf1"	"mesenchymal stem cell"	"18m.vs.3m"
1.05339771129567e-12	-0.533627087417642	0.038	0.138	2.12133231100722e-08	"Zbed6"	"mesenchymal stem cell"	"18m.vs.3m"
1.16750888213562e-12	-1.07001714770955	0.114	0.259	2.35112938684471e-08	"A430107O13Rik"	"mesenchymal stem cell"	"18m.vs.3m"
1.28366019539143e-12	-0.537525955553019	0.145	0.302	2.58503490147926e-08	"Rnf11"	"mesenchymal stem cell"	"18m.vs.3m"
1.31837536518876e-12	-0.407216201662419	0.226	0.405	2.65494431041713e-08	"Ppig"	"mesenchymal stem cell"	"18m.vs.3m"
1.54301016981584e-12	-0.665794669410686	0.027	0.116	3.10731387997513e-08	"Cbx1"	"mesenchymal stem cell"	"18m.vs.3m"
2.24201665329631e-12	-0.307825060770413	0.541	0.726	4.51497313640811e-08	"Rbms1"	"mesenchymal stem cell"	"18m.vs.3m"
2.40779924122255e-12	-0.470065301831486	0.683	0.812	4.84882611197398e-08	"Marcks"	"mesenchymal stem cell"	"18m.vs.3m"
2.83309152058714e-12	-0.4798733215201	0.449	0.642	5.70527970415838e-08	"Tiparp"	"mesenchymal stem cell"	"18m.vs.3m"
2.86247551288661e-12	0.901348486169653	0.434	0.267	5.76445318785105e-08	"Gpnmb"	"mesenchymal stem cell"	"18m.vs.3m"
3.06264322319615e-12	-0.496026160019141	0.484	0.662	6.1675509228724e-08	"Mbnl2"	"mesenchymal stem cell"	"18m.vs.3m"
3.16929076143627e-12	0.413374966671968	0.977	0.979	6.38231773538036e-08	"Rpl7a"	"mesenchymal stem cell"	"18m.vs.3m"
5.37815462877392e-12	-1.14394022323468	0.085	0.207	1.08305277914249e-07	"Fgf18"	"mesenchymal stem cell"	"18m.vs.3m"
5.70626763371048e-12	-0.572661444164995	0.14	0.285	1.14912817607662e-07	"Thoc2"	"mesenchymal stem cell"	"18m.vs.3m"
5.85977355103914e-12	-0.558668790160836	0.124	0.267	1.18004119770826e-07	"Cdk12"	"mesenchymal stem cell"	"18m.vs.3m"
6.23198756983278e-12	-1.80187459719664	0.1	0.226	1.25499765681293e-07	"D630033O11Rik"	"mesenchymal stem cell"	"18m.vs.3m"
6.33428991045656e-12	-0.724798554522239	0.095	0.224	1.27559930216774e-07	"Golga4"	"mesenchymal stem cell"	"18m.vs.3m"
6.7059178143052e-12	-0.301396596363396	0.626	0.804	1.35043772944478e-07	"Eif2s2"	"mesenchymal stem cell"	"18m.vs.3m"
6.87181149913353e-12	-0.540737141492144	0.35	0.534	1.38384539969551e-07	"Fhl1"	"mesenchymal stem cell"	"18m.vs.3m"
7.85114829481841e-12	-0.435256349439461	0.424	0.618	1.58106424361053e-07	"Meg3"	"mesenchymal stem cell"	"18m.vs.3m"
8.00220764899075e-12	-0.580478286913674	0.13	0.274	1.61148457635376e-07	"Ankrd12"	"mesenchymal stem cell"	"18m.vs.3m"
8.27745989491647e-12	-0.352982636844292	0.081	0.205	1.66691487363828e-07	"Chd3"	"mesenchymal stem cell"	"18m.vs.3m"
8.92090700724877e-12	-0.60486294308373	0.12	0.259	1.79649225311976e-07	"N4bp2l2"	"mesenchymal stem cell"	"18m.vs.3m"
9.6406427225474e-12	1.20438282912062	0.335	0.175	1.94143263146659e-07	"Nmb"	"mesenchymal stem cell"	"18m.vs.3m"
9.77957429949726e-12	-0.452420468573159	0.371	0.565	1.96941067243276e-07	"Ralbp1"	"mesenchymal stem cell"	"18m.vs.3m"
9.82199222684492e-12	-0.296855311333835	0.85	0.922	1.97795279464203e-07	"Col3a1"	"mesenchymal stem cell"	"18m.vs.3m"
1.03480683388977e-11	0.315121452861533	0.998	0.998	2.08389400208722e-07	"Rpl32"	"mesenchymal stem cell"	"18m.vs.3m"
1.13981758933197e-11	-0.395703168792073	0.852	0.933	2.29536466139673e-07	"Hmgb1"	"mesenchymal stem cell"	"18m.vs.3m"
1.17282193395163e-11	-0.567356888255506	0.068	0.183	2.3618288105918e-07	"Ankhd1"	"mesenchymal stem cell"	"18m.vs.3m"
1.22362921878008e-11	0.35072160139746	0.996	0.998	2.46414452077933e-07	"Rpl36"	"mesenchymal stem cell"	"18m.vs.3m"
1.32547584495269e-11	-0.360040791379638	0.917	0.963	2.66924325656573e-07	"Id3"	"mesenchymal stem cell"	"18m.vs.3m"
1.33926396309337e-11	-0.44691720826463	0.186	0.345	2.69700976887744e-07	"Ash1l"	"mesenchymal stem cell"	"18m.vs.3m"
1.57850538411166e-11	-0.691952337462716	0.098	0.224	3.17879414252405e-07	"Glg1"	"mesenchymal stem cell"	"18m.vs.3m"
1.90578034790761e-11	-0.277337316701214	0.997	1	3.83786046461634e-07	"Itm2b"	"mesenchymal stem cell"	"18m.vs.3m"
2.05417745344229e-11	-0.266998706976229	0.417	0.606	4.13670255574208e-07	"Gm15421"	"mesenchymal stem cell"	"18m.vs.3m"
2.12508084282254e-11	-0.464445635341242	0.234	0.397	4.27948780127602e-07	"Zfhx3"	"mesenchymal stem cell"	"18m.vs.3m"
2.25469923718812e-11	-0.481452901675278	0.316	0.491	4.54051332384944e-07	"Chd4"	"mesenchymal stem cell"	"18m.vs.3m"
2.25561642195767e-11	-0.520388472260306	0.063	0.174	4.54236035053836e-07	"Arhgap5"	"mesenchymal stem cell"	"18m.vs.3m"
2.42216518630899e-11	-0.46174904178036	0.607	0.759	4.87775625218905e-07	"Cald1"	"mesenchymal stem cell"	"18m.vs.3m"
2.50499597510532e-11	-1.01284156035762	0.064	0.174	5.04456089466709e-07	"Rora"	"mesenchymal stem cell"	"18m.vs.3m"
2.80120789475333e-11	0.400597468457315	0.996	0.993	5.64107245845426e-07	"Rps25"	"mesenchymal stem cell"	"18m.vs.3m"
2.97506233249461e-11	-0.337632304081473	0.755	0.89	5.99118052517764e-07	"Rtn4"	"mesenchymal stem cell"	"18m.vs.3m"
3.03296547796333e-11	-0.483336809459275	0.089	0.213	6.10778587952255e-07	"Smchd1"	"mesenchymal stem cell"	"18m.vs.3m"
3.06693333870879e-11	-0.504641159817012	0.177	0.332	6.17619035749176e-07	"Rarg"	"mesenchymal stem cell"	"18m.vs.3m"
3.43496236965858e-11	-0.425205938610643	0.814	0.882	6.91732722001844e-07	"Tpm3"	"mesenchymal stem cell"	"18m.vs.3m"
3.57324998474809e-11	-0.421886175286456	0.393	0.56	7.19581081928571e-07	"Ssb"	"mesenchymal stem cell"	"18m.vs.3m"
3.58066575380558e-11	-0.335974667900592	0.897	0.959	7.21074469501368e-07	"Tuba1a"	"mesenchymal stem cell"	"18m.vs.3m"
3.74503437598448e-11	0.52773618203477	0.696	0.591	7.54175022635755e-07	"Gabarapl1"	"mesenchymal stem cell"	"18m.vs.3m"
3.79859130386288e-11	1.08135922023797	0.318	0.174	7.64960316771906e-07	"Ccl19"	"mesenchymal stem cell"	"18m.vs.3m"
3.87189960912189e-11	-0.374025523780252	0.17	0.323	7.79723143284966e-07	"Luzp1"	"mesenchymal stem cell"	"18m.vs.3m"
4.55045431194312e-11	-0.60405780480151	0.031	0.116	9.16370489339106e-07	"Mef2a"	"mesenchymal stem cell"	"18m.vs.3m"
4.56655717425401e-11	-0.507633717871662	0.038	0.129	9.19613283751272e-07	"Gatad2b"	"mesenchymal stem cell"	"18m.vs.3m"
4.72597773373183e-11	-0.795941467826509	0.365	0.526	9.51717396018917e-07	"Sash1"	"mesenchymal stem cell"	"18m.vs.3m"
6.81985591356067e-11	-0.510610874079794	0.072	0.185	1.37338258387285e-06	"Fam129a"	"mesenchymal stem cell"	"18m.vs.3m"
7.80691951621161e-11	-0.365916738658108	0.513	0.698	1.57215745217469e-06	"Ddah2"	"mesenchymal stem cell"	"18m.vs.3m"
8.01390002928543e-11	-0.459279943136738	0.091	0.213	1.6138391878975e-06	"Prpf40a"	"mesenchymal stem cell"	"18m.vs.3m"
8.50549532598406e-11	-0.354744267471066	0.724	0.866	1.71283664874667e-06	"Pnrc1"	"mesenchymal stem cell"	"18m.vs.3m"
8.88705983807362e-11	-0.453332861644678	0.156	0.306	1.78967611019127e-06	"Ube3a"	"mesenchymal stem cell"	"18m.vs.3m"
1.29307756915784e-10	-0.502460631151893	0.157	0.297	2.60399960877005e-06	"Ttc3"	"mesenchymal stem cell"	"18m.vs.3m"
1.46926570777144e-10	-0.835126919510717	0.128	0.257	2.95880728231013e-06	"Tmod2"	"mesenchymal stem cell"	"18m.vs.3m"
1.48881117118473e-10	-0.369760431297612	0.636	0.776	2.99816793653182e-06	"Rbm39"	"mesenchymal stem cell"	"18m.vs.3m"
1.55822128848866e-10	0.63236183681481	0.495	0.358	3.13794603075847e-06	"Rnf10"	"mesenchymal stem cell"	"18m.vs.3m"
1.63811172934413e-10	-0.592373249668418	0.183	0.326	3.29882940055321e-06	"Sfrs18"	"mesenchymal stem cell"	"18m.vs.3m"
1.66247234957101e-10	0.741831748216226	0.596	0.483	3.34788681756611e-06	"Ace"	"mesenchymal stem cell"	"18m.vs.3m"
1.80910571877918e-10	-0.456791818412089	0.642	0.791	3.64317709647751e-06	"Mat2a"	"mesenchymal stem cell"	"18m.vs.3m"
2.4505506146816e-10	-0.461787719503773	0.22	0.377	4.93491882784581e-06	"Gsk3b"	"mesenchymal stem cell"	"18m.vs.3m"
2.47786161691457e-10	-0.326101665905568	0.963	0.985	4.98991772414255e-06	"Ddx5"	"mesenchymal stem cell"	"18m.vs.3m"
2.52768451103153e-10	0.979930062911309	0.286	0.146	5.09025106831529e-06	"Ramp1"	"mesenchymal stem cell"	"18m.vs.3m"
2.57678177316438e-10	-0.455670190057328	0.119	0.246	5.18912313479843e-06	"Psip1"	"mesenchymal stem cell"	"18m.vs.3m"
2.64173039657546e-10	-0.512684745833285	0.176	0.321	5.31991667262367e-06	"Cnot4"	"mesenchymal stem cell"	"18m.vs.3m"
2.66557623425389e-10	-0.552683720319522	0.108	0.233	5.36793742054048e-06	"Golgb1"	"mesenchymal stem cell"	"18m.vs.3m"
2.70364964372665e-10	-0.460161448560256	0.182	0.33	5.44460965253672e-06	"Zfp131"	"mesenchymal stem cell"	"18m.vs.3m"
2.87174152031877e-10	-0.450466941799126	0.137	0.271	5.78311307361793e-06	"Arid4b"	"mesenchymal stem cell"	"18m.vs.3m"
3.05179129181866e-10	-0.440807329679458	0.464	0.638	6.14569730346442e-06	"Loxl2"	"mesenchymal stem cell"	"18m.vs.3m"
3.18253671764562e-10	-0.577557727659967	0.097	0.213	6.40899244199476e-06	"Bod1l"	"mesenchymal stem cell"	"18m.vs.3m"
3.79608051924083e-10	-1.21836603403198	0.073	0.177	7.64454694964719e-06	"Dapk2"	"mesenchymal stem cell"	"18m.vs.3m"
4.24684215117691e-10	-0.381346246760809	0.056	0.151	8.55229072404006e-06	"Wee1"	"mesenchymal stem cell"	"18m.vs.3m"
4.35093240370918e-10	-0.277145126672941	0.994	0.996	8.76190767458955e-06	"Jund"	"mesenchymal stem cell"	"18m.vs.3m"
4.35639674523512e-10	-0.51468281430865	0.256	0.422	8.77291176555448e-06	"Amotl1"	"mesenchymal stem cell"	"18m.vs.3m"
4.40343040204313e-10	-0.524481105456279	0.141	0.272	8.86762814363445e-06	"Sbno1"	"mesenchymal stem cell"	"18m.vs.3m"
4.40721727333487e-10	0.450171234029343	0.996	1	8.87525414504177e-06	"Rpl23"	"mesenchymal stem cell"	"18m.vs.3m"
4.63355740456424e-10	-1.02498320219141	0.128	0.256	9.33105790131148e-06	"Ebf2"	"mesenchymal stem cell"	"18m.vs.3m"
4.74048756380924e-10	-0.610625891112959	0.157	0.295	9.54639385599905e-06	"BC005561"	"mesenchymal stem cell"	"18m.vs.3m"
5.11767585627153e-10	-0.253580113994068	0.914	0.978	1.03059756393596e-05	"Col6a1"	"mesenchymal stem cell"	"18m.vs.3m"
6.44241793663239e-10	-0.578849241554948	0.291	0.451	1.29737412407903e-05	"Maged2"	"mesenchymal stem cell"	"18m.vs.3m"
6.8239984916562e-10	-0.33435959990173	0.298	0.461	1.37421681624973e-05	"Eif5b"	"mesenchymal stem cell"	"18m.vs.3m"
7.2125465331083e-10	-0.495531738194252	0.101	0.218	1.45246262083735e-05	"Gm6251"	"mesenchymal stem cell"	"18m.vs.3m"
7.45911559355551e-10	-1.28673317708561	0.113	0.231	1.50211669823021e-05	"Cacna2d1"	"mesenchymal stem cell"	"18m.vs.3m"
7.72043542171926e-10	-0.398860652252887	0.254	0.41	1.55474128522582e-05	"Rbm25"	"mesenchymal stem cell"	"18m.vs.3m"
7.98986325222771e-10	-0.497370782185969	0.1	0.218	1.60899866173362e-05	"Pcm1"	"mesenchymal stem cell"	"18m.vs.3m"
8.44790814779092e-10	0.519376963341189	0.754	0.731	1.70123974280214e-05	"P4hb"	"mesenchymal stem cell"	"18m.vs.3m"
9.45074771226516e-10	-0.335020037196665	0.782	0.819	1.90319157429596e-05	"Clec3b"	"mesenchymal stem cell"	"18m.vs.3m"
1.01320215484041e-09	-0.302525104125156	0.912	0.937	2.04038649941762e-05	"Nfkbia"	"mesenchymal stem cell"	"18m.vs.3m"
1.05534179644713e-09	-1.22086516888119	0.231	0.371	2.12524730968523e-05	"Pdgfrl"	"mesenchymal stem cell"	"18m.vs.3m"
1.07699391107056e-09	-0.667750923802934	0.066	0.166	2.1688503381139e-05	"Lysmd3"	"mesenchymal stem cell"	"18m.vs.3m"
1.0926622385163e-09	-0.56466026414061	0.17	0.304	2.20040321592413e-05	"Ebf1"	"mesenchymal stem cell"	"18m.vs.3m"
1.26022194928322e-09	-0.432833326375958	0.179	0.319	2.53783496146654e-05	"Pura"	"mesenchymal stem cell"	"18m.vs.3m"
1.48970851200385e-09	-0.426923899310776	0.178	0.319	2.99997500147336e-05	"Senp6"	"mesenchymal stem cell"	"18m.vs.3m"
1.56770575645839e-09	-0.449758935794201	0.259	0.414	3.1570458523559e-05	"Mafg"	"mesenchymal stem cell"	"18m.vs.3m"
1.5681172289852e-09	-0.477899637106788	0.227	0.371	3.1578744757304e-05	"Atp2b1"	"mesenchymal stem cell"	"18m.vs.3m"
1.58436415329791e-09	-1.30372222329887	0.03	0.104	3.19059253191133e-05	"Aig1"	"mesenchymal stem cell"	"18m.vs.3m"
1.65320415836381e-09	-0.370119199691472	0.156	0.291	3.32922253411305e-05	"Prdm2"	"mesenchymal stem cell"	"18m.vs.3m"
1.7460845111453e-09	-0.26067615923786	0.686	0.825	3.51626498854441e-05	"Kdm6b"	"mesenchymal stem cell"	"18m.vs.3m"
1.78432869306318e-09	-0.278517185243135	0.812	0.899	3.59328112209063e-05	"Calm1"	"mesenchymal stem cell"	"18m.vs.3m"
1.80707109382905e-09	-0.500654141863457	0.045	0.131	3.63907976875295e-05	"Cnot6l"	"mesenchymal stem cell"	"18m.vs.3m"
2.05454947588726e-09	-0.34257186387018	0.339	0.504	4.13745173454176e-05	"Arl6ip1"	"mesenchymal stem cell"	"18m.vs.3m"
2.16284738492185e-09	-0.447069934898861	0.201	0.345	4.35554206375561e-05	"Pkn2"	"mesenchymal stem cell"	"18m.vs.3m"
2.31597307798196e-09	0.309415836992902	1	0.998	4.66390658444007e-05	"Rps16"	"mesenchymal stem cell"	"18m.vs.3m"
2.72615991535873e-09	-0.530467960460411	0.159	0.285	5.48994083754942e-05	"Asap1"	"mesenchymal stem cell"	"18m.vs.3m"
2.90885883933924e-09	-0.429893710199747	0.082	0.187	5.85785993066135e-05	"Clip1"	"mesenchymal stem cell"	"18m.vs.3m"
3.05557997697818e-09	0.334838790465078	0.959	0.979	6.15332695763867e-05	"Cox8a"	"mesenchymal stem cell"	"18m.vs.3m"
3.06137989336694e-09	-0.490284871796529	0.13	0.254	6.16500682926233e-05	"Usp34"	"mesenchymal stem cell"	"18m.vs.3m"
3.2078741527236e-09	-0.250867274495019	0.039	0.119	6.46001696875478e-05	"Trip11"	"mesenchymal stem cell"	"18m.vs.3m"
3.34562636481861e-09	-0.546942278990524	0.046	0.131	6.73742237347172e-05	"Rest"	"mesenchymal stem cell"	"18m.vs.3m"
3.51746709895731e-09	-0.491516820366508	0.538	0.666	7.08347524388024e-05	"Nop58"	"mesenchymal stem cell"	"18m.vs.3m"
3.93045392724001e-09	-0.69746881538511	0.176	0.31	7.91514811867593e-05	"Dleu2"	"mesenchymal stem cell"	"18m.vs.3m"
4.1425553076296e-09	-0.527767700867396	0.256	0.396	8.34227787850449e-05	"Clcn4-2"	"mesenchymal stem cell"	"18m.vs.3m"
4.50535140999668e-09	-0.342903125243096	0.13	0.25	9.07287666945132e-05	"Myl9"	"mesenchymal stem cell"	"18m.vs.3m"
4.56261268173968e-09	-0.353417625262572	0.234	0.384	9.18818941848736e-05	"Psmd11"	"mesenchymal stem cell"	"18m.vs.3m"
4.62553882329086e-09	0.878365822663127	0.482	0.364	9.31491008234314e-05	"Egfr"	"mesenchymal stem cell"	"18m.vs.3m"
4.73517840663838e-09	-0.379669679900738	0.329	0.487	9.53570227528836e-05	"Spag9"	"mesenchymal stem cell"	"18m.vs.3m"
4.99341659286874e-09	0.68182211233239	0.417	0.282	0.000100557423347191	"Taf10"	"mesenchymal stem cell"	"18m.vs.3m"
5.36622550423798e-09	-0.80763008894937	0.07	0.164	0.000108065049204344	"Daam1"	"mesenchymal stem cell"	"18m.vs.3m"
5.3951583870093e-09	-0.499888351573763	0.207	0.343	0.000108647699597593	"Lims1"	"mesenchymal stem cell"	"18m.vs.3m"
5.60150015135054e-09	-0.295790991868913	0.97	0.983	0.000112803010047897	"Eef2"	"mesenchymal stem cell"	"18m.vs.3m"
5.75533732889616e-09	-0.386174556421403	0.185	0.319	0.000115900983129311	"Chd1"	"mesenchymal stem cell"	"18m.vs.3m"
5.81667517584314e-09	-0.344147682596866	0.139	0.267	0.000117136204691129	"Atrx"	"mesenchymal stem cell"	"18m.vs.3m"
5.93193486079147e-09	2.35352418592401	0.101	0.021	0.000119457304226619	"Lcn2"	"mesenchymal stem cell"	"18m.vs.3m"
6.3020243605804e-09	-0.474658771307962	0.156	0.282	0.000126910166573368	"Ubn1"	"mesenchymal stem cell"	"18m.vs.3m"
6.67394850561968e-09	-0.369656551247389	0.733	0.856	0.000134399975006169	"Klf2"	"mesenchymal stem cell"	"18m.vs.3m"
6.90532134329109e-09	-0.537592318497828	0.166	0.293	0.000139059361211196	"Filip1l"	"mesenchymal stem cell"	"18m.vs.3m"
7.49511335978978e-09	-0.551206377608369	0.529	0.659	0.000150936592839447	"Lpar1"	"mesenchymal stem cell"	"18m.vs.3m"
7.8789609462286e-09	0.575365688680785	0.651	0.562	0.000158666515535152	"Dpep1"	"mesenchymal stem cell"	"18m.vs.3m"
8.21237503754916e-09	0.297606779334687	0.992	0.996	0.000165380808506165	"Rpl38"	"mesenchymal stem cell"	"18m.vs.3m"
8.27187959619069e-09	-0.348485444080302	0.482	0.632	0.000166579111308088	"Mtap7d1"	"mesenchymal stem cell"	"18m.vs.3m"
8.63702416104008e-09	-0.451832374210262	0.387	0.53	0.000173932392555025	"Ugp2"	"mesenchymal stem cell"	"18m.vs.3m"
9.16941862072376e-09	-0.338949809110429	0.553	0.705	0.000184653752184135	"Gstp1"	"mesenchymal stem cell"	"18m.vs.3m"
9.26833048960542e-09	-1.32132259498301	0.146	0.263	0.000186645639399674	"Pcdh7"	"mesenchymal stem cell"	"18m.vs.3m"
9.40935077385758e-09	-0.388664944797384	0.131	0.25	0.000189485505883944	"Appl1"	"mesenchymal stem cell"	"18m.vs.3m"
9.47078741123628e-09	-0.938277527949551	0.235	0.375	0.000190722716887476	"Plod2"	"mesenchymal stem cell"	"18m.vs.3m"
9.60185830754423e-09	-0.536642633763213	0.167	0.299	0.000193362222597326	"Pik3r1"	"mesenchymal stem cell"	"18m.vs.3m"
9.6117645479298e-09	-0.69673781701008	0.113	0.224	0.00019356171446621	"Cbx5"	"mesenchymal stem cell"	"18m.vs.3m"
9.78413894707489e-09	-0.665088781993322	0.09	0.194	0.000197032990116194	"Zfp148"	"mesenchymal stem cell"	"18m.vs.3m"
1.07497933642995e-08	-0.283661568313621	0.124	0.243	0.000216479338770264	"2610101N10Rik"	"mesenchymal stem cell"	"18m.vs.3m"
1.08528897554046e-08	-0.52122735909448	0.222	0.36	0.000218555493894338	"Palm"	"mesenchymal stem cell"	"18m.vs.3m"
1.09124158663418e-08	-1.07002825136731	0.177	0.295	0.000219754230716392	"Tmem100"	"mesenchymal stem cell"	"18m.vs.3m"
1.13235079597216e-08	-0.408539687853743	0.18	0.315	0.000228032803292874	"Gcap14"	"mesenchymal stem cell"	"18m.vs.3m"
1.15893363189436e-08	-0.29621015988278	0.385	0.556	0.000233386054790886	"Lima1"	"mesenchymal stem cell"	"18m.vs.3m"
1.20298404092367e-08	-0.380442932593477	0.165	0.291	0.00024225692616121	"Bptf"	"mesenchymal stem cell"	"18m.vs.3m"
1.26339526959429e-08	-0.98839123284519	0.089	0.192	0.000254422539390899	"Abca9"	"mesenchymal stem cell"	"18m.vs.3m"
1.28328093682022e-08	-0.596411685939387	0.066	0.159	0.000258427115056855	"Nrip1"	"mesenchymal stem cell"	"18m.vs.3m"
1.30441721862433e-08	0.594773870628197	0.378	0.233	0.000262683539486567	"Cfh"	"mesenchymal stem cell"	"18m.vs.3m"
1.35968073194769e-08	-0.293865809704309	0.308	0.463	0.000273812505799625	"Wnk1"	"mesenchymal stem cell"	"18m.vs.3m"
1.46032148819068e-08	-0.583635360893235	0.035	0.108	0.00029407954129184	"Upf3b"	"mesenchymal stem cell"	"18m.vs.3m"
1.59122457111659e-08	-0.3280536814637	0.091	0.196	0.00032044080413146	"Nbeal1"	"mesenchymal stem cell"	"18m.vs.3m"
1.66719196820234e-08	-0.322242964494883	0.395	0.554	0.000335739118556588	"Bzw1"	"mesenchymal stem cell"	"18m.vs.3m"
1.6836223083747e-08	-0.373240301755455	0.173	0.3	0.000339047860460497	"Ppfibp1"	"mesenchymal stem cell"	"18m.vs.3m"
1.76410989814581e-08	-0.793139331257992	0.142	0.263	0.000355256451288603	"Mn1"	"mesenchymal stem cell"	"18m.vs.3m"
1.77216212490513e-08	-0.697234196434958	0.046	0.125	0.000356878008713395	"Pdgfa"	"mesenchymal stem cell"	"18m.vs.3m"
1.82945721701493e-08	0.314830173286705	0.996	0.996	0.000368416094362466	"Rpl15"	"mesenchymal stem cell"	"18m.vs.3m"
1.82959238700625e-08	-0.366441844556548	0.605	0.729	0.000368443314895319	"Rap1a"	"mesenchymal stem cell"	"18m.vs.3m"
2.17278750545933e-08	-0.357573211060256	0.22	0.364	0.0004375559478494	"Ppp3ca"	"mesenchymal stem cell"	"18m.vs.3m"
2.18659640714989e-08	-0.407155382393055	0.356	0.504	0.000440336784471844	"Add3"	"mesenchymal stem cell"	"18m.vs.3m"
2.18775193636865e-08	-0.251093391506879	0.106	0.213	0.000440569484945919	"Evi5"	"mesenchymal stem cell"	"18m.vs.3m"
2.20358386506217e-08	-0.325405813568441	0.498	0.655	0.000443757718746221	"Mtdh"	"mesenchymal stem cell"	"18m.vs.3m"
2.31928477770566e-08	0.344691247835634	0.983	0.981	0.000467057568534365	"Rpl29"	"mesenchymal stem cell"	"18m.vs.3m"
2.32555875750673e-08	0.32360831832875	0.793	0.748	0.000468321022586706	"Cyba"	"mesenchymal stem cell"	"18m.vs.3m"
2.38985038390088e-08	-0.357142966917467	0.604	0.737	0.000481268070309958	"Camk2n1"	"mesenchymal stem cell"	"18m.vs.3m"
2.43435955172124e-08	-0.363187492944004	0.113	0.22	0.000490231326525624	"Ctnnbip1"	"mesenchymal stem cell"	"18m.vs.3m"
2.67275834803983e-08	-0.45142827621689	0.309	0.451	0.00053824007612826	"Prrx1"	"mesenchymal stem cell"	"18m.vs.3m"
2.70169577101384e-08	-0.654175633714282	0.176	0.297	0.000544067494366766	"Rsrc1"	"mesenchymal stem cell"	"18m.vs.3m"
2.78302347802389e-08	-0.694154471654101	0.174	0.297	0.00056044526800445	"Hmgcs1"	"mesenchymal stem cell"	"18m.vs.3m"
2.92141181345468e-08	-0.318626082463113	0.222	0.362	0.000588313910993504	"Akap12"	"mesenchymal stem cell"	"18m.vs.3m"
2.96280218054577e-08	-0.405695852825371	0.258	0.396	0.000596649103118306	"Rp9"	"mesenchymal stem cell"	"18m.vs.3m"
3.25215962279483e-08	-0.57581139587039	0.079	0.174	0.000654919904838422	"Taok3"	"mesenchymal stem cell"	"18m.vs.3m"
3.50662300302382e-08	-0.376912206017026	0.098	0.2	0.000706163740348936	"Thap2"	"mesenchymal stem cell"	"18m.vs.3m"
3.7694667648041e-08	0.365792725745901	0.894	0.916	0.00075909521709625	"Eef1b2"	"mesenchymal stem cell"	"18m.vs.3m"
3.87440438710006e-08	-0.596762083498983	0.177	0.3	0.00078022755547421	"Tcf7l2"	"mesenchymal stem cell"	"18m.vs.3m"
3.9950997463351e-08	-0.424490751388389	0.299	0.435	0.000804533186916963	"Srrm1"	"mesenchymal stem cell"	"18m.vs.3m"
4.22962921586485e-08	-0.476476246179706	0.152	0.271	0.000851762731490863	"Fam63b"	"mesenchymal stem cell"	"18m.vs.3m"
4.41118240531743e-08	2.17448718095531	0.193	0.09	0.000888323912782824	"Aldh1a2"	"mesenchymal stem cell"	"18m.vs.3m"
